area;u_18;18_24;25_34;35_44;45_54;55_64;65_74;o_75;pop;White;Black;Native;Asian;Hawaiian;Other;2_or_more;Hispanic;Non_Hispanic;;;
47900;23,9;9,2;15,3;15,1;15,3;11,2;5,7;4,3;5.582.170;54,80;25,77;0,41;9,27;0,07;6,00;3,68;13,81;86,19;;;
47940;22,0;14,4;12,6;10,9;13,0;12,3;7,3;7,4;167.819;88,24;7,07;0,19;1,14;0,13;1,27;1,97;3,14;96,86;;;
48140;24,5;7,8;12,2;13,2;15,6;12,4;7,2;6,9;134.063;91,33;0,63;0,47;5,33;0,02;0,91;1,30;2,23;97,77;;;
48300;25,7;8,5;11,8;11,8;14,3;12,9;8,0;7,0;110.884;79,41;0,33;1,00;0,79;0,14;15,63;2,71;26,81;73,19;;;
48540;19,7;8,9;11,1;12,0;15,4;15,0;8,9;9,0;147.950;94,66;3,14;0,13;0,51;0,01;0,17;1,38;0,71;99,29;;;
48620;27,0;9,5;13,6;12,3;14,4;11,3;6,1;5,9;623.061;79,68;7,71;1,11;3,40;0,08;4,38;3,65;11,57;88,43;;;
48660;23,2;13,2;13,4;11,5;14,1;11,0;7,1;6,5;151.306;79,35;9,19;1,04;1,79;0,07;5,82;2,74;15,20;84,80;;;
48700;20,9;11,0;11,0;12,1;15,3;13,2;8,1;8,3;116.111;92,65;4,48;0,19;0,58;0,02;0,36;1,72;1,34;98,66;;;
48900;20,0;9,9;12,9;12,7;13,8;14,3;9,8;6,5;362.315;79,83;14,21;0,57;0,88;0,05;2,55;1,91;5,37;94,63;;;
49020;24,0;8,7;12,2;13,8;15,4;12,3;7,8;5,9;128.472;87,78;4,89;0,29;1,27;0,04;3,67;2,06;7,36;92,64;;;
49180;24,0;9,2;12,1;13,6;14,9;12,3;7,6;6,3;477.717;69,63;20,29;0,39;1,45;0,05;6,23;1,96;10,31;89,69;;;
49340;23,4;9,6;11,6;14,2;16,4;12,0;6,4;6,3;798.552;85,58;4,17;0,25;3,98;0,03;3,64;2,35;9,44;90,56;;;
49420;30,4;9,9;13,1;12,1;12,5;10,4;6,2;5,3;243.231;63,75;0,95;4,34;1,05;0,08;26,07;3,74;45,01;54,99;;;
49620;23,5;8,3;11,6;13,9;15,9;12,8;7,5;6,5;434.972;88,54;5,60;0,22;1,24;0,03;2,37;2,00;5,61;94,39;;;
49660;21,8;8,4;10,5;12,0;15,3;14,1;8,7;9,2;565.773;85,70;10,88;0,18;0,60;0,02;0,79;1,84;2,68;97,32;;;
49700;28,2;10,0;13,8;12,5;13,4;10,6;6,4;5,1;166.892;64,16;2,56;1,82;11,10;0,34;13,79;6,22;27,14;72,86;;;
49740;28,2;10,8;12,4;11,7;11,5;9,7;8,9;6,8;195.751;70,44;2,01;1,56;1,19;0,16;20,81;3,84;59,72;40,28;;;
10020;26,7;8,7;13,0;12,5;15,0;11,2;7,0;6,0;57.999;80,90;14,29;0,36;2,00;0,01;1,04;1,40;2,38;97,62;;;
10100;23,3;10,2;12,1;10,9;14,6;12,3;7,6;9,0;40.602;93,69;0,49;2,77;0,89;0,10;0,42;1,65;1,36;98,64;;;
10140;21,6;8,6;11,8;11,8;14,9;15,0;9,4;6,8;72.797;84,93;1,10;4,57;1,42;0,25;3,87;3,86;8,62;91,38;;;
10220;23,4;13,1;12,8;11,1;13,3;11,5;8,0;6,8;37.492;71,18;2,41;17,37;0,65;0,05;1,13;7,21;4,06;95,94;;;
10300;23,2;9,5;11,0;13,0;15,3;13,5;7,9;6,7;99.892;92,27;2,54;0,48;0,52;0,03;1,97;2,19;7,62;92,38;;;
10460;25,0;10,4;13,0;11,2;13,7;11,8;8,6;6,4;63.797;72,66;3,53;6,69;1,17;0,24;11,52;4,18;34,53;65,47;;;
10540;24,1;8,5;12,3;12,1;14,0;13,5;8,5;6,9;116.672;90,57;0,46;1,28;0,95;0,14;3,33;3,27;7,82;92,18;;;
10620;22,7;9,2;11,0;13,5;14,9;13,1;8,8;6,9;60.585;83,56;10,94;0,33;1,85;0,07;2,10;1,16;3,58;96,42;;;
10660;22,0;7,2;10,7;11,2;15,3;13,5;9,7;10,5;31.255;93,17;0,74;0,22;0,76;0,06;3,39;1,66;8,80;91,20;;;
10700;25,0;8,8;12,2;13,1;14,0;12,0;8,6;6,3;93.019;87,58;1,61;0,76;0,51;0,11;7,75;1,68;12,08;87,92;;;
10760;21,8;7,9;10,4;12,9;15,2;14,6;9,9;7,3;53.155;69,11;27,59;0,30;0,40;0,04;1,60;0,96;2,39;97,61;;;
10820;21,9;8,1;11,5;10,7;14,8;13,4;10,1;9,6;36.009;97,71;0,42;0,29;0,46;0,01;0,20;0,91;0,95;99,05;;;
10860;28,8;9,4;12,0;11,9;13,4;11,5;7,2;5,9;40.838;87,22;0,58;0,66;0,37;0,02;9,53;1,61;78,98;21,02;;;
10880;26,2;7,7;11,0;13,2;16,3;12,7;7,3;5,7;111.408;92,91;1,22;0,57;0,58;0,02;2,77;1,93;6,69;93,31;;;
10940;21,5;11,3;12,7;13,1;14,8;11,7;7,6;7,2;42.476;90,61;5,54;0,46;0,34;0,02;1,65;1,37;5,42;94,58;;;
10980;20,9;7,4;9,9;10,9;17,0;14,5;10,1;9,4;29.598;97,46;0,27;0,53;0,51;0,04;0,14;1,05;1,03;98,97;;;
11060;26,1;10,7;13,6;12,1;13,4;11,0;7,1;5,8;26.446;72,81;7,51;1,81;1,18;0,21;11,63;4,86;20,94;79,06;;;
11140;25,9;12,6;12,3;12,2;12,9;11,5;7,2;5,5;37.829;46,29;48,03;0,29;1,21;0,06;3,00;1,13;4,96;95,04;;;
11220;23,5;8,2;11,4;12,2;14,7;13,4;7,5;9,1;50.219;90,64;1,89;0,34;0,73;0,04;4,40;1,95;11,26;88,74;;;
11380;29,2;9,6;13,3;12,0;14,6;10,1;6,1;5,2;14.786;79,46;1,50;0,96;0,62;0,01;15,48;1,97;48,66;51,34;;;
11420;22,9;10,5;10,2;12,6;14,9;13,9;8,8;6,1;34.185;96,82;0,52;0,27;0,49;0,03;0,94;0,93;2,87;97,13;;;
11580;22,5;10,6;13,2;12,0;12,5;11,4;10,2;7,6;34.862;66,24;12,71;0,39;0,51;0,03;17,72;2,39;29,90;70,10;;;
11620;25,5;7,6;12,4;12,3;14,4;12,5;8,5;6,8;56.980;75,12;5,92;8,49;0,97;0,02;3,16;6,32;6,39;93,61;;;
11660;19,5;21,5;10,3;10,3;12,6;11,0;7,7;7,2;22.995;71,83;23,54;0,43;0,52;0,02;2,16;1,50;4,03;95,97;;;
11740;23,9;10,3;11,1;11,9;14,3;12,7;8,5;7,3;53.139;97,28;0,75;0,17;0,52;0,07;0,22;0,99;0,94;99,06;;;
11780;23,7;7,9;10,9;12,9;15,6;13,4;8,3;7,3;101.497;92,65;3,53;0,24;0,37;0,02;1,07;2,11;3,39;96,61;;;
11820;20,5;8,9;11,5;11,0;14,8;16,6;9,4;7,3;37.039;90,93;0,53;0,98;1,23;0,23;3,26;2,84;7,66;92,34;;;
11860;24,2;14,2;10,4;10,9;13,8;11,1;7,8;7,5;16.924;90,97;5,04;0,55;0,41;0,05;0,53;2,46;2,26;97,74;;;
11900;15,8;32,1;11,8;9,5;10,8;9,8;5,7;4,4;64.757;91,80;2,74;0,25;2,70;0,02;0,37;2,12;1,55;98,45;;;
11940;22,6;8,1;10,9;13,1;14,9;13,6;9,7;7,1;52.266;91,75;3,95;0,34;0,74;0,02;1,20;1,99;2,84;97,16;;;
11980;22,7;7,9;10,4;11,6;14,3;13,9;11,1;8,1;78.532;85,82;6,22;0,55;0,42;0,04;5,13;1,82;10,81;89,19;;;
12140;26,4;8,1;11,7;13,2;15,4;12,1;7,2;5,9;42.223;96,94;0,35;0,23;0,45;0,04;0,83;1,15;2,44;97,56;;;
12180;21,6;8,7;11,8;12,9;16,4;13,3;7,7;7,6;80.026;92,52;3,99;0,35;0,49;0,04;0,82;1,79;2,37;97,63;;;
12300;20,7;8,6;10,9;13,0;16,8;14,5;8,2;7,3;122.151;96,19;0,56;0,48;0,73;0,04;0,30;1,69;1,23;98,77;;;
12380;25,2;8,1;12,0;11,4;14,1;11,7;7,3;10,1;39.163;90,63;2,09;0,25;1,66;0,10;3,41;1,86;10,57;89,43;;;
12460;25,4;9,3;12,0;12,7;14,6;12,0;7,7;6,2;27.842;54,22;41,08;0,42;0,52;0,02;2,52;1,21;5,04;94,96;;;
12660;23,8;7,5;12,5;13,0;15,4;12,8;7,7;7,3;61.976;94,53;0,58;1,24;0,54;0,02;1,87;1,22;4,32;95,68;;;
12740;20,7;9,1;10,8;13,3;16,6;15,1;7,7;6,7;59.534;96,07;0,74;0,25;0,84;0,02;0,31;1,77;1,67;98,33;;;
12780;23,4;8,2;11,4;11,4;14,7;13,0;8,9;8,9;50.976;78,33;2,41;10,29;1,09;0,03;1,75;6,10;5,01;94,99;;;
12820;24,7;8,6;12,1;11,5;14,5;13,2;7,9;7,5;27.979;51,27;46,94;0,13;0,36;0,05;0,27;0,98;0,91;99,09;;;
12860;22,1;9,2;10,9;12,7;16,7;12,7;8,0;7,7;60.079;92,86;2,68;1,13;0,59;0,01;0,96;1,77;2,69;97,31;;;
12900;24,0;9,0;11,9;12,6;14,3;12,5;8,6;7,1;36.647;91,93;1,97;0,49;0,76;0,11;3,21;1,53;5,84;94,16;;;
13060;26,4;8,7;11,5;11,1;15,3;12,8;8,1;6,2;36.702;71,21;11,44;0,70;1,96;0,02;12,34;2,32;38,35;61,65;;;
13100;23,0;7,1;10,2;11,3;15,8;13,2;9,0;10,4;22.311;96,86;0,32;0,48;0,39;0,01;0,60;1,34;1,73;98,27;;;
13180;22,1;7,7;12,9;13,7;16,7;12,0;7,4;7,5;88.759;93,84;2,68;0,43;0,53;0,05;1,47;0,99;3,97;96,03;;;
13220;20,8;8,0;12,8;13,1;14,2;15,1;8,5;7,5;78.859;88,51;8,20;0,25;0,91;0,03;0,37;1,73;1,26;98,74;;;
13260;23,6;7,1;11,0;12,7;15,3;13,8;9,1;7,3;46.134;97,34;0,40;0,34;0,49;0,03;0,30;1,11;1,18;98,82;;;
13300;21,9;11,2;16,3;14,7;14,8;10,3;5,9;4,9;31.861;78,75;8,14;0,52;0,56;0,05;9,67;2,32;56,20;43,80;;;
13340;25,3;7,5;11,2;12,6;15,3;13,4;8,2;6,5;45.858;95,34;1,62;0,25;0,53;0,03;0,31;1,91;1,18;98,82;;;
13420;25,0;14,6;12,3;10,0;13,3;11,9;6,8;6,1;44.442;75,06;0,59;20,26;0,70;0,04;0,25;3,10;1,52;98,48;;;
13500;21,9;8,4;14,4;14,0;15,1;13,1;7,8;5,3;28.933;41,43;50,91;4,52;0,26;0,01;1,06;1,81;2,77;97,23;;;
13540;20,5;8,7;9,1;11,5;16,3;15,1;9,6;9,2;37.125;96,59;0,83;0,25;0,72;0,04;0,30;1,26;1,41;98,59;;;
13620;18,9;6,7;9,5;12,4;17,0;16,2;10,1;9,2;39.361;97,01;0,42;0,42;0,48;0,00;0,26;1,41;1,17;98,83;;;
13660;20,0;20,9;10,0;9,5;12,2;12,1;9,0;6,4;42.798;93,68;2,52;0,63;0,65;0,03;0,35;2,14;1,71;98,29;;;
13700;22,4;10,5;13,4;11,9;17,4;11,3;7,0;6,2;35.012;74,05;6,23;0,91;0,76;0,04;15,95;2,06;37,86;62,14;;;
13860;21,0;6,7;10,9;10,6;16,0;15,7;9,8;9,3;18.546;74,09;0,59;11,44;1,31;0,09;9,04;3,45;19,40;80,60;;;
13940;33,0;8,4;12,7;11,3;12,7;10,5;6,3;5,1;45.607;80,58;0,23;6,51;0,62;0,08;9,82;2,15;17,24;82,76;;;
14100;19,2;14,6;10,1;11,8;14,6;13,1;8,3;8,3;85.562;95,41;1,76;0,12;1,04;0,02;0,63;1,03;1,96;98,04;;;
14140;20,5;8,5;11,4;12,3;14,5;15,2;9,5;8,2;107.342;93,05;4,77;0,18;0,57;0,01;0,19;1,23;0,72;99,28;;;
14180;28,2;9,0;12,8;12,0;14,1;11,5;6,8;5,4;46.480;61,65;34,03;0,29;0,50;0,01;2,03;1,50;3,65;96,35;;;
14220;25,2;8,2;12,4;11,8;14,8;13,2;8,3;6,2;47.168;66,74;31,01;0,28;0,23;0,01;0,63;1,10;1,88;98,12;;;
14300;22,1;8,3;12,1;12,7;15,1;12,7;9,4;7,6;33.915;86,02;6,82;1,09;0,37;0,02;3,62;2,07;9,51;90,49;;;
14340;23,9;7,6;11,9;11,6;15,6;13,4;7,8;8,1;26.306;96,97;0,78;0,31;0,33;0,01;0,58;1,01;1,92;98,08;;;
14380;13,8;31,8;10,3;9,1;11,2;11,3;7,1;5,3;51.079;94,50;1,72;0,25;0,93;0,03;1,17;1,40;3,35;96,65;;;
14420;26,3;7,8;12,4;11,6;14,4;12,8;7,5;7,2;22.150;85,53;2,52;1,64;0,41;0,02;7,14;2,74;19,80;80,20;;;
14580;20,9;15,9;16,9;12,5;13,3;11,0;5,2;4,2;89.513;95,05;0,32;0,87;1,15;0,08;0,68;1,85;2,76;97,24;;;
14620;21,1;9,3;11,2;13,3;15,2;13,0;8,5;8,4;43.450;95,88;2,41;0,23;0,44;0,01;0,14;0,89;1,74;98,26;;;
14660;22,6;7,1;10,8;10,9;14,9;14,4;11,1;8,2;91.067;93,23;0,41;4,09;0,35;0,02;0,21;1,69;1,09;98,91;;;
14700;20,8;8,2;10,2;11,3;14,3;14,9;12,5;7,8;83.877;94,99;0,60;0,71;0,52;0,07;1,26;1,87;3,63;96,37;;;
14780;22,1;10,6;10,3;10,9;14,3;13,5;9,3;9,1;33.718;74,17;17,64;0,29;1,32;0,02;4,98;1,58;13,76;86,24;;;
14820;17,6;8,4;8,9;10,2;13,6;15,5;14,0;11,8;33.090;92,41;3,90;0,29;0,44;0,02;1,25;1,69;2,91;97,09;;;
14940;34,0;8,2;14,1;11,2;12,3;9,0;6,0;5,1;49.975;91,77;0,34;0,82;0,89;0,17;3,77;2,24;8,31;91,69;;;
15020;26,1;8,3;12,2;12,5;14,3;12,5;7,5;6,7;34.869;68,44;29,95;0,18;0,34;0,02;0,32;0,75;0,95;99,05;;;
15060;15,7;5,4;7,6;8,9;15,0;19,5;15,9;12,1;22.364;92,00;0,30;1,90;0,72;0,09;1,31;3,68;5,37;94,63;;;
15100;18,9;28,6;13,8;9,4;10,5;8,9;5,1;4,9;31.965;93,23;0,79;0,88;2,72;0,03;0,92;1,42;1,99;98,01;;;
15140;25,6;8,3;11,7;11,8;15,4;13,5;7,6;6,2;18.787;45,87;50,38;0,17;0,11;0,00;2,54;0,93;3,85;96,15;;;
15220;23,9;9,1;11,2;11,5;13,9;13,1;9,7;7,6;38.106;86,50;3,63;0,57;0,43;0,04;6,74;2,10;19,56;80,44;;;
15340;23,1;7,5;10,9;12,4;14,8;13,4;9,4;8,4;43.784;97,20;0,86;0,14;0,36;0,02;0,32;1,11;1,22;98,78;;;
15420;31,3;8,4;12,0;10,9;12,8;10,7;7,4;6,4;43.021;81,06;0,33;0,99;0,46;0,04;14,74;2,39;28,40;71,60;;;
15460;22,7;7,3;11,4;11,5;15,1;13,9;9,2;8,9;47.656;92,12;4,33;0,24;0,64;0,05;0,51;2,10;2,35;97,65;;;
15580;21,0;10,8;11,3;11,3;15,5;13,7;8,7;7,7;34.200;94,42;0,32;1,92;0,48;0,07;0,68;2,11;3,66;96,34;;;
15620;24,3;7,5;10,9;11,9;15,6;13,5;9,1;7,2;47.584;96,69;0,36;0,61;0,51;0,04;0,38;1,41;1,73;98,27;;;
15660;27,0;8,8;12,9;14,5;14,0;11,2;7,1;4,5;55.186;85,22;3,63;0,37;0,98;0,13;7,70;1,96;14,02;85,98;;;
15700;21,7;7,9;10,8;11,9;15,9;14,2;9,8;7,9;32.618;67,65;27,72;0,34;0,92;0,03;1,42;1,92;3,46;96,54;;;
15740;24,0;7,8;11,0;12,4;15,1;13,6;8,9;7,1;40.087;96,01;1,47;0,25;0,27;0,02;0,19;1,78;0,87;99,13;;;
15780;23,0;8,1;10,7;11,3;15,6;14,2;9,0;8,1;31.488;59,97;37,03;0,32;0,34;0,02;0,75;1,57;1,78;98,22;;;
15820;22,3;11,6;11,4;11,5;14,6;12,6;8,9;7,2;24.512;91,95;4,96;0,13;0,53;0,04;0,76;1,63;1,77;98,23;;;
15860;17,5;7,1;13,6;13,8;16,0;14,4;9,8;7,8;46.824;90,18;3,94;1,73;0,60;0,05;1,63;1,88;12,32;87,68;;;
15900;20,9;8,0;12,3;12,9;14,7;13,2;9,1;9,0;37.069;93,41;3,42;0,35;0,30;0,01;1,61;0,90;2,42;97,58;;;
16060;17,8;24,9;14,4;9,8;11,1;10,4;5,9;5,7;60.218;77,84;14,26;0,38;3,17;0,05;1,65;2,65;3,99;96,01;;;
16100;26,1;8,7;12,6;11,7;14,4;12,5;7,3;6,7;53.829;77,41;1,38;1,50;0,66;0,04;16,03;2,98;44,09;55,91;;;
16260;30,2;16,7;14,6;9,9;10,0;8,8;5,9;3,9;46.163;90,65;0,49;2,21;0,76;0,30;3,25;2,34;7,72;92,28;;;
16340;26,6;9,1;12,7;12,8;13,9;11,5;7,7;5,6;41.475;77,09;12,51;0,28;0,68;0,09;7,52;1,83;11,78;88,22;;;
16380;26,4;7,8;11,0;11,6;15,0;12,8;7,4;8,0;40.814;97,42;0,25;0,25;0,44;0,17;0,56;0,91;1,50;98,50;;;
16420;21,7;8,7;12,0;13,2;14,8;13,4;9,2;7,0;31.499;93,70;4,53;0,15;0,14;0,02;0,38;1,10;1,17;98,83;;;
16460;23,4;8,2;11,0;11,5;15,1;13,3;9,1;8,4;39.437;93,15;3,95;0,31;0,57;0,02;0,42;1,59;1,37;98,63;;;
16500;23,1;8,4;11,2;11,4;14,5;14,0;9,7;7,7;75.455;89,74;0,54;1,42;0,88;0,16;4,04;3,23;8,65;91,35;;;
16540;23,9;8,0;11,5;13,1;14,5;12,5;8,6;7,9;149.618;92,02;3,14;0,20;0,88;0,02;1,90;1,84;4,30;95,70;;;
16660;19,3;20,9;11,4;10,1;12,8;11,3;7,2;7,1;64.921;93,78;3,24;0,19;0,86;0,02;0,51;1,39;1,89;98,11;;;
16900;23,9;8,5;10,9;13,2;15,4;13,6;8,4;6,1;33.140;59,79;37,38;0,41;0,33;0,02;0,56;1,51;1,45;98,55;;;
17060;22,5;7,8;12,9;14,4;16,3;12,5;7,8;5,7;78.064;90,74;6,20;0,30;0,38;0,01;0,28;2,09;0,96;99,04;;;
17200;21,0;6,9;10,3;13,2;16,8;15,2;9,1;7,4;43.742;96,98;0,42;0,29;0,62;0,01;0,27;1,40;1,13;98,87;;;
17220;21,6;7,4;12,0;13,0;15,5;14,1;8,7;7,7;94.196;96,33;1,44;0,21;0,43;0,02;0,16;1,41;1,13;98,87;;;
17260;29,3;10,9;12,0;11,2;13,3;11,0;6,6;5,6;26.151;22,90;75,53;0,09;0,47;0,02;0,49;0,50;1,12;98,88;;;
17340;21,1;7,7;10,2;11,0;15,9;16,4;10,1;7,6;64.665;80,47;1,91;3,17;1,12;0,17;8,44;4,74;17,15;82,85;;;
17380;25,3;12,7;13,0;11,4;13,1;12,4;6,8;5,2;34.145;33,52;64,20;0,12;0,55;0,03;0,95;0,62;1,87;98,13;;;
17500;27,8;10,9;14,2;13,5;12,8;9,3;6,7;4,8;39.140;59,88;13,44;1,72;0,71;0,06;21,52;2,68;49,16;50,84;;;
17540;23,6;8,1;11,0;11,8;15,8;12,9;8,6;8,3;49.116;93,97;2,63;0,25;0,57;0,02;0,73;1,83;2,53;97,47;;;
17580;28,4;11,2;15,0;11,8;12,6;9,6;6,2;5,3;48.376;69,72;6,32;1,17;1,29;0,11;17,25;4,15;39,52;60,48;;;
17700;23,7;9,7;11,5;11,0;14,2;12,6;8,8;8,6;35.471;83,34;5,80;3,35;0,58;0,11;1,89;4,93;5,20;94,80;;;
17740;23,9;8,0;12,0;13,0;15,6;12,7;8,4;6,3;45.248;92,94;3,08;0,40;0,46;0,01;1,63;1,48;3,99;96,01;;;
17940;24,3;8,2;13,3;12,7;15,5;13,1;7,2;5,7;80.956;82,36;12,54;0,33;0,60;0,04;2,17;1,95;4,83;95,17;;;
18060;25,2;10,8;12,8;12,4;14,2;11,8;7,0;5,9;59.779;53,96;43,48;0,19;0,67;0,05;0,56;1,09;1,53;98,47;;;
18100;26,4;7,9;12,0;11,7;15,1;11,9;7,3;7,6;32.237;90,02;0,45;0,68;0,47;0,04;6,86;1,48;13,81;86,19;;;
18180;21,8;8,9;11,0;13,5;17,3;13,8;7,1;6,5;146.445;95,33;1,04;0,27;1,59;0,03;0,33;1,41;1,60;98,40;;;
18220;24,0;7,4;11,2;12,8;14,1;14,0;8,9;7,7;24.277;96,93;1,33;0,13;0,33;0,00;0,30;0,97;0,92;99,08;;;
18260;21,8;12,5;11,8;12,3;13,6;12,6;8,9;6,5;106.042;93,83;1,48;0,41;0,85;0,05;1,98;1,40;3,98;96,02;;;
18300;18,9;7,7;10,3;10,1;15,1;16,6;12,0;9,4;63.043;89,81;0,41;2,52;1,05;0,19;1,70;4,33;5,38;94,62;;;
18340;23,9;11,1;11,4;12,8;14,1;12,4;8,4;5,8;35.637;97,38;0,58;0,27;0,36;0,04;0,18;1,19;0,87;99,13;;;
18380;26,1;8,6;11,7;12,1;14,0;13,5;7,5;6,5;23.439;53,27;43,00;0,14;0,78;0,05;1,79;0,97;3,19;96,81;;;
18420;24,3;7,9;12,3;13,2;13,9;12,5;9,2;6,7;37.057;85,43;11,39;0,21;0,32;0,02;1,62;1,02;2,73;97,27;;;
18460;23,9;8,9;12,6;13,2;13,8;12,3;8,7;6,6;43.041;85,72;3,35;0,45;2,23;0,15;6,30;1,79;12,39;87,61;;;
18500;23,4;7,8;11,1;12,5;15,6;13,8;8,3;7,6;98.990;95,28;1,56;0,23;1,17;0,02;0,35;1,40;1,38;98,62;;;
18620;27,1;8,9;11,4;12,4;13,9;12,0;8,1;6,3;47.735;69,43;13,84;0,64;0,53;0,80;12,52;2,24;23,77;76,23;;;
18660;21,1;17,4;10,6;11,4;14,3;12,1;7,0;6,1;49.336;95,06;1,54;0,28;0,84;0,01;0,55;1,71;2,22;97,78;;;
18740;24,1;7,8;11,2;12,3;15,1;13,3;8,9;7,3;36.901;97,04;1,07;0,22;0,28;0,01;0,22;1,16;0,76;99,24;;;
18820;24,0;9,7;11,0;12,6;15,3;12,0;8,5;7,1;38.124;95,24;0,86;0,26;0,56;0,02;1,84;1,24;4,56;95,44;;;
18860;21,5;8,8;14,3;13,4;15,6;13,0;7,5;6,0;28.610;73,74;3,47;7,84;3,37;0,11;6,92;4,54;17,80;82,20;;;
18900;19,1;6,6;9,1;10,9;13,3;15,1;15,4;10,5;56.053;96,81;0,29;0,31;0,42;0,07;1,10;1,00;2,33;97,67;;;
18940;27,3;9,4;12,6;12,0;14,7;11,2;7,1;5,6;61.773;79,53;18,09;0,26;0,22;0,01;0,56;1,32;1,72;98,28;;;
18980;23,2;8,6;11,9;12,9;14,7;12,8;9,2;6,7;80.406;94,69;1,06;0,51;0,43;0,02;2,19;1,11;4,30;95,70;;;
19020;25,9;7,8;12,3;14,3;15,7;11,8;7,2;5,0;46.689;75,09;15,78;0,41;1,30;0,08;4,56;2,77;8,90;91,10;;;
19220;23,1;9,3;11,1;13,4;14,6;12,9;8,6;7,0;53.174;91,48;5,05;0,18;0,48;0,02;0,98;1,82;2,20;97,80;;;
19300;23,0;7,6;11,5;12,9;14,8;13,5;9,8;7,0;182.265;85,67;9,38;0,67;0,74;0,05;1,99;1,49;4,38;95,62;;;
19540;31,2;8,6;11,5;11,5;12,8;10,8;6,7;7,1;34.387;96,98;0,31;0,21;0,23;0,02;1,38;0,88;4,11;95,89;;;
19580;24,6;8,7;11,5;12,2;14,9;13,2;8,0;7,0;39.037;92,75;1,86;0,25;0,30;0,03;2,83;1,97;8,73;91,27;;;
19620;29,8;10,4;13,1;12,9;11,6;9,9;6,9;5,4;48.879;84,97;1,53;0,49;0,49;0,09;10,37;2,07;80,20;19,80;;;
19700;26,5;8,7;10,4;10,5;12,0;12,4;10,7;8,9;25.095;77,75;1,15;1,26;0,47;0,08;16,64;2,65;61,46;38,54;;;
19760;26,1;8,4;13,3;13,3;14,0;11,9;7,7;5,2;35.654;82,24;13,06;1,00;0,63;0,05;0,62;2,41;2,81;97,19;;;
19860;21,3;12,1;12,9;10,4;15,2;11,9;7,1;9,0;24.982;95,26;0,80;0,97;1,18;0,04;0,51;1,24;1,83;98,17;;;
19900;26,7;9,1;12,2;12,2;14,3;12,6;7,5;5,5;32.062;48,03;46,10;2,46;0,24;0,02;1,50;1,63;2,60;97,40;;;
19940;21,5;8,1;11,7;13,0;16,6;13,4;8,1;7,5;36.031;90,88;4,82;0,21;0,68;0,03;1,92;1,47;5,00;95,00;;;
19980;30,9;10,8;14,6;12,4;12,3;9,0;4,8;5,1;33.848;75,32;2,12;1,03;1,44;0,16;17,23;2,69;51,17;48,83;;;
20060;26,7;10,2;13,7;13,9;13,5;10,9;6,7;4,3;50.731;64,26;25,10;0,32;0,64;0,08;8,20;1,39;12,60;87,40;;;
20140;24,9;8,3;12,5;13,2;14,5;12,4;7,9;6,3;58.414;61,04;35,63;0,20;0,86;0,01;1,12;1,13;2,28;97,72;;;
20180;20,0;7,9;11,4;13,8;16,1;13,4;9,0;8,5;81.642;95,43;2,28;0,11;0,48;0,02;0,80;0,89;2,34;97,66;;;
20300;32,0;9,8;14,1;12,8;12,5;9,3;5,1;4,5;21.904;72,53;1,53;1,28;6,10;0,08;16,36;2,12;52,69;47,31;;;
20340;24,0;7,6;12,0;11,3;14,7;13,0;9,1;8,2;45.048;85,08;1,93;5,07;0,49;0,03;2,60;4,79;6,19;93,81;;;
20380;27,8;10,1;14,2;14,3;13,0;10,1;6,2;4,3;114.678;68,28;20,90;1,21;0,90;0,12;5,47;3,12;10,78;89,22;;;
20420;20,5;11,8;13,4;12,5;15,5;14,6;7,1;4,6;51.334;86,78;0,40;5,82;0,56;0,06;3,27;3,12;11,80;88,20;;;
20460;23,4;11,7;12,6;11,6;13,0;11,9;9,0;6,7;42.416;76,19;1,54;12,95;0,51;0,03;1,73;7,06;4,97;95,03;;;
20540;24,9;7,9;11,6;13,3;15,0;12,9;8,2;6,1;38.335;81,99;14,29;0,21;0,49;0,03;1,19;1,79;2,61;97,39;;;
20580;33,8;10,2;11,9;12,7;11,3;9,5;5,9;4,6;54.258;91,45;0,25;1,18;0,33;0,01;5,78;1,00;95,68;4,32;;;
20620;21,9;7,6;11,1;13,0;15,8;14,1;8,7;7,8;107.841;95,47;2,23;0,19;0,30;0,03;0,48;1,31;1,25;98,75;;;
20660;19,5;6,6;9,2;11,1;14,7;15,1;13,0;10,8;37.782;81,38;12,78;0,17;1,25;0,06;2,73;1,64;5,49;94,51;;;
20700;23,9;10,4;9,4;13,4;17,3;12,8;7,4;5,3;169.842;77,23;13,16;0,34;2,05;0,05;4,30;2,89;13,12;86,88;;;
20780;24,6;8,6;18,3;17,0;14,5;10,9;4,4;1,6;59.507;82,85;0,65;0,74;0,94;0,03;12,49;2,30;31,17;68,83;;;
20820;24,7;8,5;12,2;11,7;15,6;12,2;7,7;7,5;34.242;97,63;0,23;0,11;0,43;0,02;0,77;0,81;1,74;98,26;;;
20900;26,8;8,7;12,2;11,5;14,2;12,0;7,6;7,0;41.280;72,17;14,09;0,39;0,39;0,00;11,13;1,82;37,42;62,58;;;
20980;24,2;7,8;11,9;12,2;15,0;13,3;8,2;7,4;41.639;63,10;32,95;0,34;0,50;0,03;1,82;1,25;3,51;96,49;;;
21020;22,7;10,5;11,8;12,4;15,0;12,5;8,6;6,5;64.094;63,88;31,23;0,34;1,00;0,04;1,51;2,00;3,34;96,66;;;
